product_id;price;retail_price;units_sold;uses_ad_boosts;rating;rating_count;badges_count;badge_local_product;badge_product_quality;badge_fast_shipping;tags;product_color;product_variation_size_id;product_variation_inventory;shipping_option_price;shipping_is_express;countries_shipped_to;inventory_total;has_urgency_banner;origin_country;merchant_title;merchant_info_subtitle;merchant_rating_count;merchant_rating;merchant_has_profile_picture
1206;3.83;4;10000;0;3.64;1773;0;0;0;0;blouse/Summer/Plus Size/Floral print/Lace/Sleeve/sleeve lace/Tops/topsamptshirt/beach wear/short sleeves/Floral/Womens Fashion/Shorts/Lace Up/Print/Women/Fashion/Casual/T Shirts/Shirt;orange;XS;50;1;0;48;50;1;CN;guangzhouweishiweifushiyouxiangongsi;95 % avis positifs (6,719 notes);32168;3.884.543.645.859.230;0
1207;7;6;100;0;3.69;71;0;0;0;0;Leggings/fashionpantyhose/womenshortpant/Casual pants/pants/Women jeans/Short pants/Shorts/Casual/Womens Fashion/Fashion/Denim Shorts/pants women/fashion pants/Jeans/Women;navyblue;s;50;2;0;36;50;;CN;liminny;84 % avis positifs (36,361 notes);12134;38.669.029.174.221.100;0
1208;15;13;100;0;4.11;56;0;0;0;0;Summer/Shorts/pants/Short pants/Denim/summer shorts/jean shorts/Womens Fashion/Plus Size/Denim Shorts/women trousers/sexy/Jeans/Women/Fashion/Casual/trousers/hotcasual;lightblue;L;50;4;0;41;50;1;CN;powshew;(62 notes);2166;4.030.470.914.127.420;0
1209;3.92;4;20000;1;3.76;4367;0;0;0;0;Summer/Plus Size/high waist/pants/Waist/Short pants/Yellow/Shorts/Womens Fashion/Fashion/Lace Up/Lace/Casual/Women;black;M;7;1;0;36;50;;CN;Pentiumhorse;(4,955 notes);55499;4.138.885.385.322.250;0
1210;11;20;100;0;3.43;14;0;0;0;0;Summer/Vest/Plus Size/Tank/Necks/Tops/Loose/Womens Fashion/tank top/T Shirts/Fashion/V-neck/solid color/sleeveless/women top/Casual/Women;white;S;50;2;0;34;50;;CN;chentengying;85 % avis positifs (193 notes);3120;4.174.679.487.179.480;0
1211;6;6;10;0;4.75;4;0;0;0;0;Summer/asymmetrical dress/hippie/long dress/Plus Size/summer dress/Womens Fashion/Sleeveless dress/boho dress/printed/maxi dress/Dress/women dress/Women/Beach/loose dress/sleeveless/casual dress;green;XS;5;2;0;25;50;;CN;guojinghao;90 % avis positifs (5,841 notes);5123;39.586.179.972.672.200;0
1212;2.65;3;20000;0;3.4;3443;0;0;0;0;Summer/Shorts/pants/Loose/Overalls/black/sleeveless/Casual/jumpsuit;orange;XS;50;1;0;31;50;;CN;Womens Fashion maker international;89 % avis positifs (14,327 notes);68022;4.320.587.456.999.200;1
1213;3.71;4;100;1;3.44;16;0;0;0;0;Summer/Shorts/high waist/Elastic/Bottom/pants/athleticshort/Short pants/Running/Womens Fashion/Fashion/solid color/slim/Casual/Slim Fit;purple;XS;1;1;0;23;50;;CN;Suyi Technology;83 % avis positifs (2,685 notes);12309;4.045.170.200.666.170;1
1214;13;26;100;0;3.78;37;0;0;0;0;Mini/slim/package hip dress/Fashion/Summer/fashion dress/Dress/summer dress/Party Dress/spaghettistrapdre/Mini dress/Slim Fit/Sleeveless dress/Spaghetti/party/women dress/Women/Womens Fashion/Casual/sleeveless/casual dress;beige;M;50;3;0;41;50;;CN;luvda;83% Positive Feedback (17,752 ratings);1022;386.399.217.221.135;0
1215;12;11;1000;0;3.59;181;0;0;0;0;Summer/trousers/Sleeve/Simple/Loose/short sleeves/Round neck/Womens Fashion/Shorts/summerjumpsuit/solid color/Women/Wool/women Jumpsuit/Casual/jumpsuit;black;S;50;3;0;54;50;;CN;youlika;(43,676 notes);4924;381.965.881.397.238;0
1217;12;168;5000;0;4.09;529;0;0;0;0;Women S Clothing/maxi summer dresses/Mother/Dress/motherdaughterdresse/momandkid/Outfits/Casual/boho/Womens Fashion/Sleeveless dress/striped dress/Stripes/women dress/boho dress/motherdaughtermatchingclothe/kids;black;4-5 Years;50;3;0;52;50;1;CN;ocean5for8ZH;86 % avis positifs (2,700 notes);73595;438.569.196.276.921;1
1218;56.899.999.999.999.900;17;5000;0;4.31;922;0;0;0;0;Summer/Fashion/crop top/Skeleton/skullprint/skeletonprint/Tops/tank top/sleeveless crop top/Ladies/Womens Fashion/sleeveless tops/Print/sleeveless/cropped top/summer tops;white;M;50;2;0;43;50;;CN;Fashion show11;84 % avis positifs (1,029 notes);9465;4.138.404.648.705.750;0
1219;6;8;10000;1;3.79;1010;0;0;0;0;Summer/long dress/plus size dress/Dress/summer dress/Women Skirts/Womens Fashion/Sleeveless dress/womens dress/sleeveless/Cake/summer dresses/printed/Skirts/loose dress/Girls Clothes/Cotton;purple;S;50;2;0;6;50;1;CN;songluping;89 % avis positifs (139,788 notes);10665;4.073.792.780.121.890;0
1220;11;10;1000;1;4.1;413;1;1;0;0;pajamaset/Fashion/sexy pajamas for womens/silksleepwearforwomen/silksleepwear/pajamassuit/Casual/Womens Fashion/Summer/Sleepwear/pajamasforwomen/silksleepwearnightgown/silk/pajamassleepwear/womens pajamas/Women;red;XS;50;3;0;29;50;;CN;huanfeng;(16,064 notes);17922;4.380.203.102.332.320;0
1221;5;5;100;0;3.75;20;0;0;0;0;suspenders/Summer/Fashion/Lace/button/slim/Womens Fashion/sexy lace/sexy/solid color/sleeveless/Tops/Shirt;pink;S;50;2;0;50;50;;CN;LALALA FASH;(6,775 notes);3053;38.584.998.362.266.600;0
1222;7;6;1000;0;3.19;245;0;0;0;0;Summer/strappytop/Plus Size/Lace/Shirt/Plus size top/tank top/Womens Fashion/Fashion/sleeveless tops/Casual T-Shirt/Spaghetti/summer tops/Women/lace trim/spaghetti strap top/Tank/Necks/Tops/Casual/Cami Tank Tops/sleeveless/deep v neck top/Loose tank tops;armygreen;M;50;2;0;43;50;1;CN;mimily;90 % avis positifs (2,380 notes);9341;4.012.953.645.219.990;1
1223;11;10;5000;0;3.56;402;0;0;0;0;Summer/Plus Size/Mini/Spring/Dress/slim/Cami/Womens Fashion/dressesforwomen/Vintage/sexy/Striped/Women/Fashion/button/Vintage dress;black;S;50;3;0;41;50;1;CN;Leemin;84 % avis positifs (19,248 notes);20037;3.880.071.867.045.960;0
1224;5.65;10;100;1;2.86;7;0;0;0;0;Summer/Fashion/Necks/Skirts/Dress/Loose/Womens Fashion/Round neck/beach dress/sleeveless/Beach/Casual/Women;black;XXS;1;1;0;41;50;;CN;SaraHouse;(32,386 notes);17752;38.996.732.762.505.600;0
1225;5.85;5;10000;0;3.55;1004;0;0;0;0;Mini/short sleeve dress/Summer/plus size dress/Pleated/short sleeves/V-neck/Mini dress/beach dress/Party Dress/t-shirt dress/Casual/casual dress/Deep V-Neck/Shorts/Sleeve/Beach/Plus Size/summer dress/Womens Fashion/Cotton Dress/Dress/women dress/Cotton/Fashion/loose dress;black;XS;50;2;0;20;50;;CN;champion_28;(6,731 notes);7314;3.938.200.710.965.270;0
1226;8;85;100;0;4.11;19;0;0;0;0;summer bikini/women swimsuit/brasbraset/sexy bikini/Swimsuit/floral bikini/Swimwear/Bikini/beach dress/Fashion/pushupswimsuittop/Flowers/women bathing suit/beachwear for women/Nylon/Swimming;blue;M;10;3;0;42;50;;CN;Crystalhousee;87 % avis positifs (18,877 notes);14664;4.231.928.532.460.440;0
1227;6;6;5000;1;4.13;616;0;0;0;0;Mini/Fashion/halter dress/Summer/plus size dress/Pleated/tank top/Party Dress/summer dresses/Skirts/Casual/Cotton/Deep V-Neck/Ladies Fashion/Tops/Sleeveless dress/Ladies/women dress/Women/Beach/sleeveless/Plus Size/Halter/Dress/V-neck/Mini dress/Womens Fashion/party/knee/casual dress/Shorts/Tank/Cotton Dress/loose dress;navyblue;XS;1;2;0;18;50;;CN;zktrade.co.ltd;89 % avis positifs (8,685 notes);15436;4.040.554.547.810.310;0
1228;11;10;100;0;3.96;115;0;0;0;0;Summer/Dresses/Dress/Pleated/summer dress/V-neck/Casual/Pocket/Womens Fashion/Sleeveless dress/slingdres/women dress/Floral/sleeveless/loose dress/casual dress;white & green;S;50;3;0;14;50;;CN;yunquan;81 % avis positifs (31 notes);5175;38.709.178.743.961.300;0
1229;14;26;5000;0;4.12;437;0;0;0;0;Summer/Plus Size/Shirt/letter print/splitdre/Dress/Mini dress/Womens Fashion/Fashion/splits/Print/Sport/Casual;white;S;50;3;0;43;50;;CN;minyuehuaiy9618;88 % avis positifs (4,856 notes);4220;4.109.952.606.635.070;0
1230;36.799.999.999.999.900;4;100;0;3.71;42;0;0;0;0;Summer/Fashion/Mini/Tops/Polkas/V-neck/Casual/black/polka dot/sleeveless/backless/Dress/Women Fashion;navy;XS;1;1;0;38;50;;;Maxnina;89 % avis positifs (1,837 notes);105015;3.789.601.485.502.070;0
1231;18;76;100;0;3.56;120;0;0;0;0;Sleeveless dress/womens plus size fashion/Waist/plus size dress/Dress/waistcollection/V Neckdress/boho/V-neck/Womens Fashion/Party Dress/summer dress/maxi dress/Print/bohemian dress/Fashion/sleeveless/Women;green;XL;9;5;0;41;38;1;CN;Lonly;83 % avis positifs (901 notes);8950;4.274.301.675.977.650;0
1232;5;22;1000;0;3.32;395;0;0;0;0;sleeveless/Plus Size/Summer/long dress/Evening Dress/Dress/summer dress/Womens Fashion/maxi dress/beach dress/Fashion/V-neck/party/women dress/Ladies/Party Dresses/Robes/Beach/Casual/Women;pink;S;50;1;0;39;50;;CN;yehuihui;82 % avis positifs (20,478 notes);3809;3.582.830.139.144.130;0
1233;7;14;100;0;4.24;50;0;0;0;0;blouse/Summer/Plus Size/Tops & Blouses/Sexy Top/Tank/Tops/Cross/tank top/Womens Fashion/Fashion/strappy/solid color/sleeveless/women top/tops for women/Women;red;L;50;2;0;43;50;;CN;libo peng;89 % avis positifs (18,079 notes);1160;4.143.965.517.241.370;0
1234;8;65;5000;0;4.14;1366;0;0;0;0;blouse/Summer/Fashion/Shirt/tee shirt women/Tops/Womens Fashion/T Shirts/Plus Size/topsampblouse/Casual/Women;black;L;50;2;0;93;50;;CN;pinksnow;90 % avis positifs (190,918 notes);20824;4.063.724.548.597.770;0
1235;16;14;50;0;3.72;18;0;0;0;0;Summer/croptopandshortsset/Fashion/letterprintedshirt/women crop top/Sleeve/Shorts/Tops/juicewrldshirt/casualshortswomen/short sleeves/Beach Shorts Women/Elastic/printed/casualtwopiece/juicewrld/summershortswomen/Beach/Casual/summercroptop;offblack;2XL;2;5;0;37;2;;CN;MJ Bags Outlet;(30,225 notes);5508;4.322.984.749.455.330;0
1236;5.74;5;5000;0;3.9;1179;0;0;0;0;blouse/Tops & Tees/Shorts/Cotton Shirt/Lace/Hollow-out/Women Blouse/Food/summer t-shirts/short sleeves/candy/Casual/T Shirts/Summer/Tops & T-Shirts/loose t-shirt/short sleeve shirt/Sleeve/Shirt;green;XS;6;2;0;20;50;;CN;Foryingni;87 % avis positifs (9,651 notes);11854;4.094.904.673.527.920;0
1237;8;7;10000;0;3.71;2747;0;0;0;0;butterfly/caprisforwomen/skinngjean/Plus Size/Casual pants/Summer/pants/yoga pants/Leggings/jeggingsjeansforwomen/summerpant/jeggingsforwomen/printed/leggingsamptight/Jeans/Women Fashion;blue;M;50;3;0;43;50;;CN;witkey BL;(7,363 notes);65189;4.049.640.276.733.800;0
1238;8;7;20000;0;3.63;2058;0;0;0;0;Summer/Plus Size/tunic/Lace/Tank/Tops/Loose/camisoles for women/tank top/Fashion/sleeveless/sexy/Casual/Women Fashion;black;S;50;3;0;43;50;1;CN;witkey BL;86 % avis positifs (14,676 notes);65189;4.049.640.276.733.800;0
1239;3;14;100;0;3.9;51;0;0;0;0;Women Vest/Vest/topsamptshirt/Shirt/one-shoulder/Tops/Slim Fit/Womens Fashion/slim/Women Clothing/Summer/Women/Casual T-Shirt/Summer Fashion/sleeveless/Sport/Fashion/Casual/Sports Wear/vestforwoman;grey;S;50;1;0;41;50;1;CN;terbuer;(3,990 notes);9395;41.100.585.417.775.400;0
1240;2.89;7;50;0;5;1;0;0;0;0;Mini/womens dresses/Summer/Patchwork/Dress/Mini dress/Womens Fashion/Women S Clothing/backless/party/summer dresses/sleeveless/sexy/Casual;green;XXS;1;1;0;37;50;1;CN;Meifeng Bras;88 % avis positifs (229,199 notes);30;37.333.333.333.333.300;0
1241;2;6;1000;0;3.32;121;0;0;0;0;Summer/Shorts/high waist shorts/high waist/Casual pants/pants/summer shorts/Waist/Slim Fit/Short pants/Womens Fashion/Plus Size/Lace Up/Women/Fashion/Casual/Lace;red;XS;1;1;0;36;50;;CN;Bridgeliushui;87 % avis positifs (1,172 notes);543;4.119.705.340.699.810;0
1242;9;65;1000;1;3.7;162;0;0;0;0;runningshort/Beach Shorts/beachpant/Bottom/sailboatshort/Shorts/Sport/beach swimwear/Mens Fashion/Puma/Summer/Men Shorts/mens shorts/surfshort/Beach/Men;red;M;50;3;0;36;50;1;CN;charmyaner;92 % avis positifs (13,510 notes);3373;39.647.198.339.756.800;0
1243;9;9;100;1;5;0;0;0;0;0;Summer/woman fashion/printeddres/suspenderdres/Dress/Slim Fit/beach wear/Womens Fashion/Sleeveless dress/women dress/Print/sleeveless/Casual/strapless;white;S;50;3;0;44;50;1;CN;New Lucky;90 % avis positifs (203,805 notes);246312;4.203.725.356.458.470;0
1244;11;10;5000;0;4.03;756;0;0;0;0;Summer/Sling/Dresses/Dress/V-neck/Casual/Pocket/Womens Fashion/Sleeveless dress/women dress/Floral/sleeveless/Women/loose dress/Pleated/casual dress;white & green;S;50;2;0;14;50;;CN;WDHDAGE;86 % avis positifs (65,189 notes);8821;38.720.099.761.931.700;0
1245;9;9;1000;0;4.2;300;0;0;0;0;Summer/sexy bathing suit/Bikinis Set/splitbikiniset/Swimwear/Swimsuit/Bikini/Fashion/Two Pieces/printed/Womens Fashion/Women/Beach/splits;red;S;30;3;0;40;50;;;Clothingloves;89 % avis positifs (246,312 notes);82219;35.900.825.843.174.900;1
1246;48.100.000.000.000.000;5;100;1;5;0;0;0;0;0;Summer/Plus Size/Tie Dye/tiedyeprint/Dyes/Dress/summer dress/short sleeves/Ladies/Womens Fashion/Shorts/off shoulder dress/Sleeve/Print/women dress/Casual/casual dress;yellow;XS;5;1;0;47;50;;CN;chaoyang_lizhen;83 % avis positifs (36,913 notes);6;4.333.333.333.333.330;0
1247;8;10;50;0;3.8;5;0;0;0;0;Summer/Plus Size/sleeve dress/Sleeve/Dress/short sleeves/V-neck/Casual/Womens Fashion/Shorts/Floral dress/Floral/women dress/Women/loose dress/printed;blue;XS;5;2;0;23;50;1;CN;yangshaokuei6688;(1,442 notes);129;37.906.976.744.186.000;0
1248;8;140;10000;1;4.17;1910;0;0;0;0;Summer/Plus Size/crop top/Cotton T Shirt/T Shirts/Fashion/off shoulder/Casual T-Shirt/sexy/Casual/Shirt/blouse/Cotton/Sexy Top/Sleeve/Tops/Womens Blouse/Womens Fashion/Printing t shirt/Ladies/loose t-shirt/Women/Ladies Fashion;blue;S;50;3;0;19;50;1;CN;liwenjuan fashion store;(13,909 notes);2050;4.167.804.878.048.780;0
1249;5;5;1000;1;2.98;102;0;0;0;0;Deep V-Neck/Plus Size/halter dress/Halter/Summer/long dress/Dress/V-neck/beach dress/Party Dress/sleeveless/Casual/Clothes/maxide/Beach/summer dress/Womens Fashion/Cotton Dress/Sleeveless dress/Ladies/party/Cotton/Fashion/loose dress;pink;XS;2;2;0;20;50;1;CN;shenzhenshihuayanmaoyiyouxiangongsi;84 % avis positifs (12,974 notes);10320;39.049.418.604.651.100;1
1250;6;6;1000;1;3.98;330;1;1;0;0;undersafetypant/Summer/Underwear/Panties/high waist/boxer shorts/pants/Body Shapers/Leggings/Shorts/Knickers/Boxer/Seamless/Beach/safetypant/Fashion/Lace;black;XS;50;2;0;26;50;;CN;shenghuhouse;95 % avis positifs (2,038 notes);1428;4.351.540.616.246.490;0
1251;13;11;1000;0;4.14;582;0;0;0;0;Summer/short sleeve dress/tunic/Sleeve/Pure Color/tunicsforwomen/short sleeves/Cotton Dress/Womens Fashion/Shorts/summer dress/fashion dresses/Dress/summer dresses/Women/short skirt/casual dress;black;S;50;3;0;36;50;;CN;tingtingwang;86 % avis positifs (70,773 notes);6329;416.290.093.221.678;0
1252;2.89;7;50;0;5;1;0;0;0;0;Mini/womens dresses/Summer/Patchwork/Dress/Mini dress/Womens Fashion/Women S Clothing/backless/party/summer dresses/sleeveless/sexy/Casual;green;XXS;1;1;0;37;50;;CN;Meifeng Bras;83 % avis positifs (247 notes);30;37.333.333.333.333.300;0
1253;11;10;1000;0;3.97;212;0;0;0;0;Summer/Plus Size/women dresses/long dress/Evening Dress/Dress/casual dresses/beach dress/Stripes/sleeveless/summer dresses/Casual/casual dress/Shorts/tunic/Shirt/Waist/summer dress/Womens Fashion/Sleeveless dress/women dress/Women/Beach;red;XS;50;3;0;21;50;;CN;SMOEYAKIO;81 % avis positifs (4,524 notes);543;39.318.600.368.324.100;0
1254;5;5;1000;1;4.13;103;0;0;0;0;blouse/Summer/Plus Size/Cotton/Shirt/Sleeve/Spring/Tops/slim/short sleeves/Womens Fashion/Shorts/printed/Ladies/o-neck/Fashion/Casual/T Shirts/Ladies Fashion;winered;S;50;2;0;48;50;;CN;guangzhouweishiweifushiyouxiangongsi;89 % avis positifs (4,150 notes);32168;3.884.543.645.859.230;0
1255;7;6;100;0;3.6;25;0;0;0;0;Summer/Vest/Swimming/Halter/wrappedchest/letter print/bras for women/Tops/slingvest/Swimwear/Push up bikini/Print/Womens Fashion/Halter Bikini/sexy/Women/Beach/summer tops/Bras/Bottoming shirt;black;S;50;2;0;127;50;;CN;lindieduxin;79 % avis positifs (131 notes);483;415.527.950.310.559;0
1256;9;8;1000;1;4.24;192;2;1;1;0;sexy sleepwear dress/Summer/silk/Lace/Dress/silksleepwear/Nightgown/Womens Fashion/Fashion/sexy lace/Sleepwear/Women/sexy/pyjamaswomen/loose dress/Ice;violet;XS;50;3;0;28;50;;CN;Hesperis;75 % avis positifs (116 notes);794;42.984.886.649.874.000;0
1257;12;11;100;0;3.6;30;0;0;0;0;Summer/Fashion/Necks/Sleeve/Dress/neck dress/short sleeves/Round neck/Womens Fashion/Shorts/Loose/Casual/Women;black;M;50;3;0;38;50;1;;Maxnina;83 % avis positifs (33,855 notes);105015;3.789.601.485.502.070;0
1258;5.75;25;1000;0;3.67;117;0;0;0;0;Summer/Vest/Fashion/Floral print/camisole/Tank/Tops/Loose/Round neck/Floral/Womens Fashion/Plus Size/Print/sleeveless/Women/Casual/Necks;yellow;S;50;2;0;25;50;;CN;linglingstore666;87 % avis positifs (88,193 notes);706;4.209.631.728.045.320;0
1259;11;16;100;1;2.92;12;0;0;0;0;Summer/Women Rompers/Plus Size/women long pants/linenjumpsuit/pants/Overalls/Loose/plussizejumpsuit/Womens Fashion/strappant/Long pants/Jumpsuits & Rompers/rompers womens jumpsuit/Vintage/Women/women Jumpsuit/Casual/jumpsuit;winered;S;50;2;0;16;50;;US;Josephineo;88 % avis positifs (885 notes);18;36.666.666.666.666.600;0
1260;11;102;1000;1;4.15;674;0;0;0;0;strapless/softcomfortable/tunic/Shirt/Tube top/sexy shirts/Plus size top/beach wear/Tops/loose shirt/Womens Fashion/Fashion/backless/Strapless Top/causaltop/summer tops/stretchytop/Women;black;S;33;3;0;41;50;;CN;YYW COM;83 % avis positifs (32,168 notes);8191;4.190.208.765.718.470;0
1261;11;47;100;0;4.39;23;0;0;0;0;Summer/Plus Size/long dress/Dress/Womens Fashion/Fashion/black/sleeveless/Casual/Women;armygreen;Size4XL;50;3;0;40;50;;CN;glambitiong;81 % avis positifs (12,134 notes);7197;43.609.837.432.263.400;0
1262;7;6;100;0;3.83;18;0;0;0;0;Deep V-Neck/Summer/Fashion/Cotton/pants/Jumpsuits & Rompers/V-neck/Rompers/Floral/Womens Fashion/trousers/backless/rompers womens jumpsuit/Womens Jumpsuits/sleeveless/printed/Women/women Jumpsuit/playsuit/jumpsuit;black;XXS;1;2;0;26;50;1;CN;luguolong333666;85 % avis positifs (2,166 notes);75;38.266.666.666.666.600;0
1263;1.72;2;100;1;3.77;30;0;0;0;0;blouse/Summer/Plus Size/Shirt/Sleeve/Tops/Loose/short sleeves/V-neck/T Shirts/Shorts/Fashion/Ladies/Womens Fashion/Casual/Women;fluorescentgreen;XS;10;1;0;48;50;;CN;guangzhouweishiweifushiyouxiangongsi;89 % avis positifs (55,499 notes);32168;3.884.543.645.859.230;0
1264;2.9;3;100;1;3.89;19;0;0;0;0;Summer/baggyshort/Shorts/Waist/Elastic/pants/Short pants/Simple Style/stretchshort/sandybeach/elastic waist/Fashion/Casual/Women;black;XS;6;1;0;139;50;;CN;lihongying12;89 % avis positifs (3,120 notes);163;4.190.184.049.079.750;0
1265;8;9;10000;0;3.95;903;0;0;0;0;bohemia/Fashion/printed/Women Blouse/short sleeves/yoga top/Cool T-Shirts/Womens Fashion/casual shirt/Summer Fashion/short sleeve shirt/mandala/Casual/Women/blouse/Shorts/Sleeve/graphic tee/funnytee/T Shirts/boho/Cotton/Tops/women t shirt;winered;S;11;2;0;39;50;1;CN;taishon;84 % avis positifs (5,123 notes);24564;3.928.879.661.292.940;0
1266;2.81;33;50;0;3.64;14;0;0;0;0;blouse/Summer/Plus Size/Necks/Heart/womens shirt/Tops/short sleeves/V-neck/graphic tee/Womens Fashion/Fashion/cute/Fun/summer shirt/T Shirts;purple;XS;1;1;0;43;50;1;CN;Cenic Beauty;92 % avis positifs (68,022 notes);42919;4.105.967.054.218.410;0
1267;2;2;100;1;4.15;34;0;0;0;0;Summer/Shorts/Breathable/Spring/Men/Socks/Mens Fashion/low/pure/Invisible/Cotton;white;2pcs;50;1;0;48;50;1;CN;Wedding jewelry store;86 % avis positifs (12,309 notes);620;4.220.967.741.935.480;0
1268;8;7;100;0;4.2;10;0;0;0;0;Summer/Sling/Dresses/Dress/V-neck/Casual/Pocket/Womens Fashion/Sleeveless dress/women dress/Floral/sleeveless/Women/loose dress/Pleated/casual dress;white & green;XS;4;3;0;20;50;;CN;chenzhiqiang11;(1,022 notes);88;39.318.181.818.181.800;0
1269;5.86;59;1000;1;4.06;223;0;0;0;0;shirtsforwomen/Summer/Plus Size/cute/Graphic Shirt/short sleeves/casual shirt/Womens Fashion/Fashion/V-neck/eye/Necks/blouse/Funny/Shorts/Cotton Shirt/Shirt/Sleeve/loose shirt/Tops/graphic tee/lip/funnyshirt/Print/Women;pink;XS;6;1;0;41;50;;CN;paoyeye;80 % avis positifs (4,924 notes);18877;4.079.885.575.038.400;0
1270;11;26;1000;0;3.95;596;0;0;0;0;Mini/Plus Size/Necks/Round Collar/Dress/summer dress/Mini dress/Round neck/Womens Fashion/Flowers/printed/women dress/Summer Fashion/sleeveless/casual dress;rosered;XXL;50;2;0;33;50;1;CN;Luowei clothe;(45,964 notes);5534;3.999.819.298.879.650;0
1271;2.67;67;10;0;5;0;0;0;0;0;butterfly/Summer/Outdoor/isolation/Masks/Sport/Womens Fashion/Fashion/Health/Face Mask/Print/Women/Cotton/Casual/cottonmask;purple;1 pc.;5;1;0;27;50;;CN;hehaiyan;93 % avis positifs (73,595 notes);13;36.923.076.923.076.900;0
1272;11;10;10000;1;4.05;1479;0;0;0;0;Summer/Shorts/Cotton/Cotton T Shirt/letter print/cute/teeshirthomme/short sleeves/animalprotectiontshirt/Round neck/Womens Fashion/Fashion/printed/topsamptee/Casual/beetshirt/Women/Sleeve/T Shirts/Necks;black;M;50;2;0;45;50;1;CN;yubenqiang;88 % avis positifs (9,465 notes);5816;3.936.382.393.397.520;0
1273;13;68;5000;0;3.79;1095;0;0;0;0;womensummerclothe/Fashion/Lace/Bikini swimwear/women swimsuit/onepiece/beachwera/Lace Bikini/Womens Fashion/bikinis women/Bikini/Swimwear/women swimwear/bikini sexy/Women/women bathing suit/bangdagebikini/Swimsuit/Swimming;black;S;50;3;0;66;50;1;US;nacylucy;87 % avis positifs (10,665 notes);24306;4.236.690.529.087.460;0
1274;5.65;10;100;1;2.86;7;0;0;0;0;Summer/Fashion/Necks/Skirts/Dress/Loose/Womens Fashion/Round neck/beach dress/sleeveless/Beach/Casual/Women;black;XXS;1;1;0;41;50;1;CN;SaraHouse;93 % avis positifs (17,922 notes);17752;38.996.732.762.505.600;0
1275;8;7;100;0;4.04;139;0;0;0;0;Sleeveless dress/Plus Size/pleated dress/Summer/Vintage/button/summer dress/Spaghetti Strap/Cotton Dress/Womens Fashion/Party Dress/strappy/party/vestido/women dress/ruffle/Women/Spaghetti/Dress/sleeveless/casual dress;purple;XS;1;2;0;37;50;;CN;Shenzhen JNH Co.,Ltd;81 % avis positifs (3,053 notes);12745;4.277.991.369.164.370;0
1276;14;102;1000;0;4.18;197;1;0;1;0;Summer/short sleeve dress/summerdresseswomen/Vintage/baggydresseswomen/floralprinteddres/Womens Fashion/Casual/Floral/vintagedresswomen/dressesforwomen/A line dress/Midi Dress/Dress/Women/floraldresseswomen/casualloosedres/printed;yellow;L;50;4;0;40;50;;CN;SweetKissfashion;(9,341 notes);17856;417.372.311.827.957;0
1277;11;60;1000;1;3.38;37;0;0;0;0;Summer/Plus Size/Necks/long dress/Dress/summer dress/V-neck/Womens Fashion/printed/wavepoint/Women/Loose/Casual/casual dress;white;s;49;2;0;25;50;;CN;chengyongbo64;82 % avis positifs (20,037 notes);703;39.601.706.970.128.000;0
1278;7;23;10000;0;3.98;2159;0;0;0;0;blouse/push up bra/Vest/Sports Bra/crop top/Shirt/#Sport Bra/bras for women/Tops/Bracelet/tank top/sleeveless/Fashion/Summer/sport bra top/Tank/Casual/Bras;black;XS;50;2;0;40;50;1;CN;Simple_style;83 % avis positifs (17,752 notes);213709;4.293.899.648.587.560;0
1279;11;10;10000;1;3.86;2102;0;0;0;0;Summer/Vest/camisole/Tops/T Shirts/Womens Fashion/sleeveless/Women/Swimming/Casual/Shirt;multicolor;XS;50;2;0;39;50;;CN;Eleven international;84 % avis positifs (7,314 notes);14284;4.025.623.074.768.970;0
1280;9;31;1000;1;3.92;317;0;0;0;0;Summer/Shorts/Shirt/Fitness/Tops/Slim Fit/short sleeves/Casual/T Shirts/Men T-shirt/print t-shirt/Sport Tops/mens casual  shirt/suzuki/Motorcycle;red;S;50;3;0;34;50;;CN;kolesw;(14,664 notes);8043;4.165.982.842.223.050;0
1281;8;84;10000;0;4.19;3679;1;0;1;0;bathing suit/Bikinis Set/women beachwear/Lace Bikini/summerwomenbikini/One Piece Swimsuits/Push up bikini/padded/Swimwear/Womens Fashion/Fashion/womenmonokini/Bikini/womenswimwearbikini/Swimsuit/onepiece/Swimming;black;M;50;3;0;37;50;;CN;Johnson007;86 % avis positifs (15,436 notes);80713;4.187.813.611.190.260;0
1282;8;7;100;0;4.39;23;0;0;0;0;blouse/Summer/Fashion/Shirt/Sleeve/Shorts/Tops/Necks/short sleeves/Pullovers/Round neck/Womens Fashion/Plus Size/Casual/Print/Women/summer tops/T Shirts/Cotton;blue;XS;4;2;0;20;50;1;CN;zhuangxiuhuang;82% Feedback positivo (5,175 classifica̵̤es);107;3.897.196.261.682.240;0
1283;11;84;100;0;3.65;31;0;0;0;0;slim dress/summer dress/womenshortsleevedre/Sleeve/Summer/Dress/slim/short sleeves/Womens Fashion/Shorts/boho dress/slimfitdre/Fashion/Casual;black;M;50;2;0;34;50;;US;tanyaportillo;87 % avis positifs (4,220 notes);5311;4.034.645.076.256.820;0
1284;15;13;50;1;4.4;10;0;0;0;0;Summer/Shorts/Sleeve/Sport Suits/shortsleeveset/Short pants/summersuitset/short sleeves/Sport/summerpant/mensjoggingsuit/Suits/toppant/short sleeve shirt/Outfits/mens suits/Casual;green;S;2;4;0;36;50;;CN;zhuhongyushop;80 % avis positifs (105,015 notes);34;3.676.470.588.235.290;0
